code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
BBB,2014B,262294,F,North Western Region,Lower Than A Level,0-10%,0-35,3,120,Y,Fail
BBB,2014B,263098,M,South West Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn
BBB,2014B,264106,F,South Region,Lower Than A Level,90-100%,35-55,0,120,N,Pass
BBB,2014B,266744,F,South West Region,A Level or Equivalent,30-40%,0-35,1,240,N,Withdrawn
BBB,2014B,268301,M,Scotland,HE Qualification,60-70%,35-55,0,75,N,Distinction
BBB,2014B,271346,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,2,150,N,Withdrawn
BBB,2014B,271467,F,South West Region,A Level or Equivalent,20-30%,35-55,0,150,N,Fail
BBB,2014B,275006,F,London Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn
BBB,2014B,275112,F,Wales,No Formal quals,0-10%,35-55,3,120,N,Fail
BBB,2014B,279557,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn
BBB,2014B,282161,F,East Anglian Region,Lower Than A Level,50-60%,0-35,3,120,N,Withdrawn
BBB,2014B,282713,F,London Region,HE Qualification,0-10%,35-55,0,60,N,Pass
BBB,2014B,283131,M,West Midlands Region,A Level or Equivalent,0-10%,oct-20,0,60,N,Fail
BBB,2014B,283978,F,South West Region,A Level or Equivalent,20-30%,35-55,5,150,Y,Fail
BBB,2014B,284589,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
BBB,2014B,284593,F,Scotland,Post Graduate Qualification,60-70%,oct-20,0,120,N,Withdrawn
BBB,2014B,285567,F,South West Region,Lower Than A Level,40-50%,35-55,0,90,N,Pass
BBB,2014B,286914,F,South Region,HE Qualification,40-50%,35-55,0,60,N,Pass
BBB,2014B,287004,F,Yorkshire Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn
BBB,2014B,288717,F,North Western Region,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn
BBB,2014B,288967,M,South East Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass
BBB,2014B,289108,F,Wales,A Level or Equivalent,30-40%,35-55,1,60,N,Pass
BBB,2014B,290914,M,North Region,A Level or Equivalent,0-10%,0-35,2,120,Y,Distinction
BBB,2014B,291844,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
BBB,2014B,291848,F,Wales,HE Qualification,30-40%,35-55,3,120,N,Fail
BBB,2014B,293992,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
BBB,2014B,294513,F,Wales,HE Qualification,80-90%,0-35,0,60,N,Distinction
BBB,2014B,295728,F,Wales,Lower Than A Level,20-30%,0-35,2,120,N,Fail
BBB,2014J,560597,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction
BBB,2014J,560652,M,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
BBB,2014J,561206,F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Pass
BBB,2014J,561752,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
BBB,2014J,561773,F,North Western Region,Lower Than A Level,50-60%,35-55,0,120,N,Withdrawn
BBB,2014J,561979,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,Y,Pass
BBB,2014J,562239,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
BBB,2014J,562769,F,London Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
BBB,2014J,563027,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
BBB,2014J,563302,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
BBB,2014J,563820,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass
BBB,2014J,564115,F,South East Region,Lower Than A Level,20-30%,35-55,0,60,N,Distinction
BBB,2014J,565182,F,Scotland,A Level or Equivalent,60-70%,35-55,1,60,N,Pass
BBB,2014J,565273,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction
BBB,2014J,565575,F,East Midlands Region,A Level or Equivalent,40-50%,oct-20,0,60,N,Pass
BBB,2014J,565576,F,North Western Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
BBB,2014J,565599,F,London Region,HE Qualification,0-10%,0-35,0,60,N,Distinction
BBB,2014J,568019,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
BBB,2014J,568749,F,Yorkshire Region,HE Qualification,80-90%,0-35,0,60,N,Pass
BBB,2014J,568775,F,East Midlands Region,Lower Than A Level,30-40%,0-35,1,60,N,Withdrawn
BBB,2014J,569157,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,180,N,Withdrawn
BBB,2014J,569256,F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
BBB,2014J,569589,F,South East Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
BBB,2014J,569981,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
BBB,2014J,570275,F,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,Pass
BBB,2014J,570484,F,East Anglian Region,HE Qualification,20-30%,0-35,0,60,N,Pass
BBB,2014J,570692,F,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
BBB,2014J,571334,F,West Midlands Region,Lower Than A Level,90-100%,35-55,0,60,N,Fail
BBB,2014J,571395,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail
BBB,2014J,571641,F,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction
BBB,2014J,571868,F,East Midlands Region,Lower Than A Level,80-90%,oct-20,1,120,N,Withdrawn
BBB,2014J,572101,F,North Western Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass
BBB,2014J,572106,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Fail
BBB,2014J,572119,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
BBB,2014J,572306,F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
BBB,2014J,572395,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
BBB,2014J,572496,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass
BBB,2014J,572538,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,Y,Pass
BBB,2014J,573130,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass
BBB,2014J,573131,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
BBB,2014J,573159,F,West Midlands Region,A Level or Equivalent,,0-35,1,120,N,Fail
BBB,2014J,573252,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
BBB,2014J,573297,F,Wales,Lower Than A Level,50-60%,35-55,0,60,N,Pass
BBB,2014J,573534,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Pass
BBB,2014J,573554,F,South East Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
BBB,2014J,573713,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
BBB,2014J,573873,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
BBB,2014J,573934,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass
BBB,2014J,574031,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
BBB,2014J,574063,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
BBB,2014J,574244,M,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Fail
BBB,2014J,574253,F,South Region,A Level or Equivalent,90-100%,oct-20,0,60,N,Distinction
BBB,2014J,574306,F,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
BBB,2014J,574512,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
BBB,2014J,574841,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
BBB,2014J,574849,F,Wales,A Level or Equivalent,80-90%,35-55,1,60,N,Pass
BBB,2014J,574865,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction
BBB,2014J,575404,F,Wales,Lower Than A Level,60-70%,0-35,0,120,N,Fail
BBB,2014J,575630,F,East Midlands Region,Lower Than A Level,0-10%,0-35,2,120,N,Pass
BBB,2014J,575892,F,London Region,HE Qualification,20-30%,0-35,1,60,Y,Withdrawn
BBB,2014J,576203,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Fail
BBB,2014J,576262,F,North Western Region,A Level or Equivalent,80-90%,oct-20,0,60,N,Withdrawn
BBB,2014J,576268,F,South West Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass
BBB,2014J,576689,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
BBB,2014J,576923,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
BBB,2014J,577354,F,Wales,HE Qualification,70-80%,0-35,1,60,N,Withdrawn
BBB,2014J,577618,F,East Midlands Region,HE Qualification,40-50%,35-55,1,60,N,Pass
BBB,2014J,577645,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,1,60,N,Distinction
BBB,2014J,577728,F,London Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail
BBB,2014J,577743,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
BBB,2014J,577934,M,South East Region,HE Qualification,40-50%,35-55,0,120,N,Withdrawn
BBB,2014J,577965,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,1,120,N,Distinction
BBB,2014J,578132,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass
BBB,2014J,578418,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
BBB,2014J,578439,F,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
BBB,2014J,578445,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,90,N,Withdrawn
BBB,2014J,578551,F,South East Region,A Level or Equivalent,60-70%,35-55,0,60,Y,Pass
BBB,2014J,578710,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
BBB,2014J,578861,F,South East Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
BBB,2014J,579031,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn
BBB,2014J,579251,M,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Fail
BBB,2014J,579409,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
BBB,2014J,579486,M,East Anglian Region,Lower Than A Level,20-30%,35-55,1,60,N,Fail
BBB,2014J,581016,F,South East Region,Lower Than A Level,40-50%,0-35,1,60,N,Pass
BBB,2014J,581118,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
BBB,2014J,581178,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
BBB,2014J,581235,F,West Midlands Region,Lower Than A Level,90-100%,0-35,1,60,N,Pass
BBB,2014J,581672,F,South Region,Lower Than A Level,80-90%,35-55,1,60,N,Withdrawn
BBB,2014J,581866,F,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass
BBB,2014J,581877,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,Y,Pass
BBB,2014J,582040,F,South East Region,A Level or Equivalent,90-100%,oct-20,0,60,N,Pass
BBB,2014J,582253,F,North Region,A Level or Equivalent,60-70%,oct-20,0,60,N,Pass
BBB,2014J,582348,F,Scotland,A Level or Equivalent,20-30%,oct-20,0,90,N,Fail
BBB,2014J,582460,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass
BBB,2014J,582694,F,South Region,Lower Than A Level,60-70%,0-35,0,60,Y,Withdrawn
BBB,2014J,582709,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
BBB,2014J,582898,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
BBB,2014J,582933,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
BBB,2014J,582964,F,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,Pass
BBB,2014J,583179,F,London Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn
BBB,2014J,583843,F,Scotland,Lower Than A Level,30-40%,0-35,2,60,N,Distinction
BBB,2014J,583954,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
BBB,2014J,584274,F,Yorkshire Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn
BBB,2014J,584283,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
BBB,2014J,584509,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
BBB,2014J,584595,F,North Region,A Level or Equivalent,50-60%,oct-20,0,60,N,Withdrawn
BBB,2014J,584733,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction
BBB,2014J,584864,F,South West Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass
CCC,2014B,28418,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail
CCC,2014B,29764,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,90,N,Distinction
CCC,2014B,29820,M,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,Pass
CCC,2014B,40333,M,North Region,HE Qualification,0-10%,35-55,0,30,N,Withdrawn
CCC,2014B,40604,M,Ireland,A Level or Equivalent,,35-55,0,30,N,Pass
CCC,2014B,42638,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Pass
CCC,2014B,45664,M,Yorkshire Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
CCC,2014B,46605,M,East Anglian Region,HE Qualification,60-70%,35-55,0,60,N,Distinction
CCC,2014B,49119,M,Ireland,HE Qualification,,0-35,0,90,N,Distinction
CCC,2014B,50263,M,West Midlands Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn
CCC,2014B,57340,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
CCC,2014B,59541,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Withdrawn
CCC,2014B,62278,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,40,N,Fail
CCC,2014B,64296,M,Scotland,HE Qualification,20-30%,oct-20,0,60,N,Fail
CCC,2014B,66254,F,Ireland,A Level or Equivalent,,0-35,0,30,N,Fail
CCC,2014B,69489,M,South West Region,Lower Than A Level,80-90%,0-35,0,150,N,Withdrawn
CCC,2014B,69494,F,Yorkshire Region,No Formal quals,20-30%,0-35,0,80,N,Withdrawn
CCC,2014B,69703,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass
CCC,2014B,70381,M,Scotland,HE Qualification,30-40%,35-55,0,30,N,Pass
CCC,2014B,70771,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
CCC,2014B,75454,M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
CCC,2014B,75469,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,210,N,Withdrawn
CCC,2014B,75728,F,South West Region,HE Qualification,30-40%,35-55,0,30,N,Fail
CCC,2014B,79461,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
CCC,2014B,80329,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
CCC,2014B,82575,M,West Midlands Region,HE Qualification,80-90%,0-35,0,30,N,Distinction
CCC,2014B,83219,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
CCC,2014B,83453,M,West Midlands Region,HE Qualification,40-50%,35-55,0,30,N,Withdrawn
CCC,2014B,84299,M,London Region,A Level or Equivalent,20-30%,oct-20,0,120,N,Withdrawn
CCC,2014B,86047,F,Wales,HE Qualification,20-30%,0-35,0,30,N,Withdrawn
CCC,2014B,88758,M,North Region,Post Graduate Qualification,,35-55,0,330,N,Withdrawn
CCC,2014B,94484,M,West Midlands Region,Lower Than A Level,20-30%,oct-20,0,120,Y,Pass
CCC,2014B,95906,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
CCC,2014B,96538,M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
CCC,2014B,97486,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn
CCC,2014B,100621,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn
CCC,2014B,105523,M,Scotland,HE Qualification,60-70%,35-55,0,90,N,Pass
CCC,2014B,108947,M,Scotland,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
CCC,2014B,116174,M,London Region,A Level or Equivalent,40-50%,35-55,0,90,N,Withdrawn
CCC,2014B,116518,M,London Region,HE Qualification,30-40%,0-35,0,80,N,Pass
CCC,2014B,117232,M,Ireland,A Level or Equivalent,20-30%,0-35,0,90,N,Pass
CCC,2014B,118098,M,East Midlands Region,HE Qualification,60-70%,0-35,0,30,N,Fail
CCC,2014B,119353,M,North Region,A Level or Equivalent,30-40%,35-55,0,90,N,Withdrawn
CCC,2014B,119729,M,East Anglian Region,HE Qualification,90-100%,35-55,0,30,N,Withdrawn
CCC,2014B,123598,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,Y,Withdrawn
CCC,2014B,124124,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
CCC,2014B,124193,M,East Anglian Region,HE Qualification,40-50%,35-55,0,30,N,Distinction
CCC,2014B,126337,M,West Midlands Region,Lower Than A Level,20-30%,oct-20,0,75,N,Withdrawn
CCC,2014B,126394,M,Wales,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
CCC,2014B,126395,M,London Region,A Level or Equivalent,20-30%,0-35,0,30,Y,Pass
CCC,2014B,128510,F,Scotland,Lower Than A Level,50-60%,0-35,0,180,N,Withdrawn
CCC,2014B,129198,F,North Western Region,HE Qualification,20-30%,oct-20,0,150,Y,Withdrawn
CCC,2014B,129638,F,London Region,Lower Than A Level,30-40%,35-55,0,30,N,Withdrawn
CCC,2014B,129878,M,East Midlands Region,Lower Than A Level,40-50%,35-55,0,45,N,Fail
CCC,2014B,131145,M,South West Region,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction
CCC,2014B,131695,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
CCC,2014B,131933,M,Scotland,Post Graduate Qualification,60-70%,35-55,0,30,N,Withdrawn
CCC,2014B,132191,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Withdrawn
CCC,2014B,134025,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
CCC,2014J,369610,M,South East Region,HE Qualification,90-100%,oct-20,0,90,N,Pass
CCC,2014J,370512,M,South West Region,A Level or Equivalent,70-80%,35-55,0,30,N,Pass
CCC,2014J,370839,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn
CCC,2014J,371429,F,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn
CCC,2014J,371439,F,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail
CCC,2014J,372234,M,East Anglian Region,HE Qualification,60-70%,0-35,0,30,N,Pass
CCC,2014J,372577,M,South Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn
CCC,2014J,378576,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,N,Withdrawn
CCC,2014J,379042,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
CCC,2014J,379185,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail
CCC,2014J,379255,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail
CCC,2014J,379265,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail
CCC,2014J,379406,F,London Region,A Level or Equivalent,40-50%,0-35,1,90,N,Pass
CCC,2014J,382378,M,Scotland,A Level or Equivalent,50-60%,0-35,1,120,N,Withdrawn
CCC,2014J,382857,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
CCC,2014J,384106,F,South Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
CCC,2014J,385033,M,Yorkshire Region,HE Qualification,80-90%,0-35,0,30,N,Pass
CCC,2014J,385980,M,London Region,A Level or Equivalent,60-70%,0-35,1,60,N,Withdrawn
CCC,2014J,387944,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Fail
CCC,2014J,387963,M,Scotland,HE Qualification,80-90%,0-35,0,30,N,Distinction
CCC,2014J,389267,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
CCC,2014J,391059,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
CCC,2014J,391466,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
CCC,2014J,392890,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
CCC,2014J,393094,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,150,N,Withdrawn
CCC,2014J,393142,F,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Distinction
CCC,2014J,393526,F,London Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn
CCC,2014J,394791,F,North Western Region,Lower Than A Level,40-50%,0-35,1,60,Y,Pass
CCC,2014J,395757,M,South West Region,HE Qualification,50-60%,35-55,0,60,N,Pass
CCC,2014J,396631,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
CCC,2014J,398496,F,South Region,Lower Than A Level,20-30%,35-55,0,120,N,Pass
CCC,2014J,400266,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn
CCC,2014J,400958,F,Ireland,HE Qualification,70-80%,0-35,0,170,N,Fail
CCC,2014J,401258,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,210,N,Withdrawn
CCC,2014J,402210,F,London Region,No Formal quals,50-60%,0-35,0,60,N,Withdrawn
CCC,2014J,402378,M,Yorkshire Region,HE Qualification,70-80%,0-35,0,40,N,Pass
CCC,2014J,402883,F,Wales,Lower Than A Level,0-10%,0-35,0,30,N,Fail
CCC,2014J,404863,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Fail
CCC,2014J,405125,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn
CCC,2014J,406254,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
CCC,2014J,406326,M,East Midlands Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn
CCC,2014J,406698,M,Wales,A Level or Equivalent,20-30%,35-55,0,30,N,Fail
CCC,2014J,407404,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Distinction
CCC,2014J,408608,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail
CCC,2014J,409733,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
CCC,2014J,409852,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Fail
CCC,2014J,409953,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
CCC,2014J,410176,F,Scotland,A Level or Equivalent,40-50%,0-35,0,30,N,Fail
CCC,2014J,411549,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
CCC,2014J,412304,M,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
CCC,2014J,412600,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
CCC,2014J,413087,M,Wales,HE Qualification,0-10%,0-35,0,90,N,Fail
CCC,2014J,414772,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass
CCC,2014J,415023,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,Y,Withdrawn
CCC,2014J,415631,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
CCC,2014J,416284,M,Scotland,HE Qualification,70-80%,oct-20,0,90,N,Fail
CCC,2014J,416860,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,60,N,Withdrawn
CCC,2014J,417522,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass
CCC,2014J,417724,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,Y,Pass
CCC,2014J,418397,M,South Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass
CCC,2014J,418971,M,East Midlands Region,Lower Than A Level,40-50%,0-35,1,60,N,Fail
CCC,2014J,419024,F,Ireland,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn
CCC,2014J,420042,F,Yorkshire Region,HE Qualification,40-50%,35-55,0,120,N,Distinction
CCC,2014J,421111,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail
CCC,2014J,422343,M,South West Region,HE Qualification,60-70%,0-35,0,90,N,Pass
CCC,2014J,422542,M,Ireland,HE Qualification,80-90%,35-55,0,60,N,Fail
CCC,2014J,422670,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,30,N,Pass
CCC,2014J,422697,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn
CCC,2014J,423607,M,West Midlands Region,Lower Than A Level,60-70%,35-55,1,30,N,Fail
CCC,2014J,423622,M,Scotland,A Level or Equivalent,60-70%,0-35,0,120,Y,Fail
CCC,2014J,423664,M,South West Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail
CCC,2014J,425053,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,Y,Fail
CCC,2014J,425287,M,London Region,Post Graduate Qualification,30-40%,oct-20,1,90,N,Pass
CCC,2014J,425919,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
CCC,2014J,426316,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
CCC,2014J,427390,M,North Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail
CCC,2014J,427413,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Fail
CCC,2014J,429015,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
CCC,2014J,430487,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,30,N,Distinction
CCC,2014J,430806,M,South East Region,HE Qualification,50-60%,35-55,1,70,N,Pass
CCC,2014J,432478,M,Ireland,A Level or Equivalent,50-60%,oct-20,0,30,N,Fail
CCC,2014J,432724,F,South Region,Lower Than A Level,60-70%,35-55,0,150,N,Distinction
CCC,2014J,433508,M,North Region,Lower Than A Level,,35-55,0,60,N,Withdrawn
CCC,2014J,433794,M,Scotland,Lower Than A Level,30-40%,0-35,0,210,N,Pass
CCC,2014J,434841,M,Scotland,A Level or Equivalent,40-50%,35-55,0,30,N,Fail
CCC,2014J,436900,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
CCC,2014J,437482,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
CCC,2014J,437968,M,Scotland,HE Qualification,0-10%,35-55,0,30,N,Fail
CCC,2014J,439855,M,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
CCC,2014J,440103,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
CCC,2014J,440171,F,Scotland,HE Qualification,40-50%,oct-20,1,60,N,Pass
CCC,2014J,440637,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
CCC,2014J,441024,F,South Region,HE Qualification,70-80%,0-35,0,30,N,Withdrawn
CCC,2014J,442669,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
